codigo_AMB_92;descricao_AMB_92;codigo_TUSS;descricao_TUSS;
51040115;SINUSECTOMIA TRANSMAX.ERM.LIMA;30502241;SINUSECTOMIA TRANSMAXILAR (ERMIRO DE LIMA);
51040123;PUNCAO TRANSMEATICA P\SEIO MAX;30502179;PUNCAO MAXILAR TRANSMEATICA OU VIA FOSSA CANINA;
51040131;ARTERIA MAXILAR INTERNA-LIG.TR;30502039;ARTERIA MAXILAR INTERNA - LIGADURA TRANSMAXILAR;
51040140;CISTO NASO ALVEOLAR E GLOBULAR;30502047;CISTO NASO-ALVEOLAR E GLOBULAR - EXERESE;
51040158;DESCOMPR.TRANSETM.DO CANAL OPT;30502063;DESCOMPRESSAO TRANSETMOIDAL DO CANAL OPTICO;
51040166;DESCOMP.ORBITARIA:TRANS MAX.ET;30302021;DESCOMPRESSAO DE ORBITA OU NERVO OTICO;
51040174;FISTULA ORO ANTRAL CORREC.CIR.;30502110;FISTULA ORO-ANTRAL - TRATAMENTO CIRURGICO;
51040182;FISTULA ORO NASAL CORREC.CIRUG;30502128;FISTULA ORONASAL - TRATAMENTO CIRURGICO;
51040190;NASO ANGIOFIBROMA RESS.TRANSM;30502012;ANGIOFIBROMA - RESSECCAO TRANSMAXILAR E/OU TRANSPALATINA;
51040204;NASO ANGIOFIB.RESSEC.TRANPLAT.;30502209;SINUSECTOMIA MAXILAR - VIA ENDONASAL;
51050013;ADENOIDECTOMIA;30205042;ADENOIDECTOMIA;
51050021;AMIGDALECTOMIA DAS PALATINAS;30205050;AMIGDALECTOMIA DAS PALATINAS;
51050030;AMIGDALECTOMIA C/ADENOIDECTOM.;30205034;ADENO-AMIGDALECTOMIA;
51050048;ABSCESSO FARINGEO QQER AREA;30205018;ABSCESSO FARINGEO - QUALQUER AREA;
51050056;BIOPSIA DE CAVUM E OROFARINGE;30205077;BIOPSIA DO CAVUM, OROFARINGE OU HIPOFARINGE;
51050064;BIOPSIA DE HIPOFARINGE P/TUMOR;30205077;BIOPSIA DO CAVUM, OROFARINGE OU HIPOFARINGE;
51050072;CORPO ESTR.DE FARINGE RET.CONS;30205093;CORPO ESTRANHO DE FARINGE - RETIRADA EM CONSULTORIO;
51050080;CORPO ESTR.RET.C/ANEST.GERAL;30205107;CORPO ESTRANHO DE FARINGE - RETIRADA SOB ANESTESIA GERAL;
51050099;TUMOR BENIGNO DE FARINGE RESS.;30205239;TUMOR DE BOCA OU FARINGE - RESSECCAO;
51050102;CAUTERIZACAO(QUIMICA/ELET)CADA;30205085;CAUTERIZACAO (QUALQUER TECNICA) POR SESSAO;
51050110;AMIDALECTOMIA LINGUAL;30205069;AMIGDALECTOMIA LINGUAL;
51050129;EXERESE DE CALC.DE CANAL SALIV;30204097;PLASTIA DE DUCTO SALIVAR OU EXERESE DE CALCULO OU DE RANULA SALIVAR;
51050137;EXERESE DE RANULA SALIVAR;30204038;EXERESE DE RANULA OU MUCOCELE;
51050145;UVULOPALATO FARINGOPLASTIA;30205247;UVULOPALATOFARINGOPLASTIA (QUALQUER TECNICA);
51050153;FRENOTOMIA LINGUAL LABIAL;30201063;FRENOTOMIA LABIAL;
51060019;LARINGOSCOPIA DIRETA P/DIAG COL.MAT.BIOP;40202429;LARINGOSCOPIA/TRAQUEOSCOPIA PARA DIAGNOSTICO E BIOPSIA (TUBO RIGIDO);
51060027;LARINGOSCOPIA DIRETA P RET CORPO ESTRANHO;40202372;LARINGOSCOPIA COM RETIRADA DE CORPO ESTRANHO DE LARINGE/FARINGE (TUBO FLEXIVEL);
51060035;MICROCIRURGIA PARA RESSECCAO DE POLIPO NODULO OU GRANULOMA ;30206260;MICROCIRURGIA PARA RESSECCAO DE POLIPO NODULO OU GRANULOMA ;
51060060;MICROCIRURGIA REMOCAO CISTO/LESAO INTRACORDAL;30206243;MICROCIRURGIA PARA REMOCAO DE CISTO OU LESAO INTRACORDAL;
51060124;INJECAO INTRALARINGEA DE TOXINA BOTULINICA;30206103;INJECAO INTRALARINGEA DE TOXINA BOTULINICA;
52010015;ARTRODESE DA COLUNA VERT.V/POS;30715016;ARTRODESE DA COLUNA C/ INSTRUMENTACAO POR SEGMENTO;
52010023;ARTROD.COL.VERT.V/ANT.POST LAT;30715024;ARTRODESE DE COLUNA VIA ANTERIOR OU POSTERO LATERAL - TRATAMENTO CIRURGICO;
52010040;BIOPSIA DO CORPO VERT.C/AGULHA;30715040;BIOPSIA DE CORPO VERTEBRAL COM AGULHA;
52010058;BIOPSIA CIRURGICA DA COLUNA;30715032;BIOPSIA DA COLUNA;
52010090;COCCIX RESSECCAO CIRURGICA;52010090;COCCIX RESSECCAO CIRURGICA;
52010104;COSTELA CERVICAL-TRAT.CIRURG.;30715075;COSTELA CERVICAL - TRATAMENTO CIRURGICO;
52010112;DORSO CURVO-TRAT.CIRURGICO;30715105;DORSO CURVO / ESCOLIOSE / GIBA COSTAL - TRATAMENTO CIRURGICO;
52010139;DESCOMPRESSAO MEDULAR;30715091;DESCOMPRESSAO MEDULAR E/OU CAUDA EQUINA;
52010163;DESCOMPR.MEDULAR ASSOC.C/ARTR.;30715091;DESCOMPRESSÃO MEDULAR E/OU CAUDA EQUINA;
52010171;ESCOLIOSE TRAT.CIRURGICO C/INS;30715105;DORSO CURVO / ESCOLIOSE / GIBA COSTAL - TRATAMENTO CIRURGICO;
52010180;ESCOLIOSE TRATAM.CIRURG.S/INST;30715105;DORSO CURVO / ESCOLIOSE / GIBA COSTAL - TRATAMENTO CIRURGICO;
52010210;ESPODOLOLIST.TRAT.CIR.C/INSTR.;30715113;ESPONDILOLISTESE - TRATAMENTO CIRURGICO;
52010228;ESPODONDIL.TRAT.CIRURG.S/INST;30715113;ESPONDILOLISTESE - TRATAMENTO CIRURGICO;
52010244;FRAT.COLUN.TRAT.CONS.SEM GESSO;30715121;FRATURA DE COLUNA SEM GESSO - TRATAMENTO CONSERVADOR;
52010252;FRATURA COL - TRAT CONSERV COM GESSO;30715407;FRATURA DE COLUNA COM GESSO - TRATAMENTO CONSERVADOR;
52010260;FRAT./FRAT-LUXACAO/COL.RED.INC;30715156;FRATURA E/OU LUXACAO DE COLUNA VERTEBRAL - REDUCAO INCRUENTA;
52010279;FRAT/FRAT-LUXACAO/COL.TRAT.CIR;30715164;FRATURAS OU FRATURA-LUXACAO DE COLUNA - TRATAMENTO CIRURGICO;
52010295;GIBA COSTAL TRAT.CIRURGICO;30715105;DORSO CURVO / ESCOLIOSE / GIBA COSTAL - TRATAMENTO CIRURGICO;
52010309;HEMI-VERTEBRA-RESSEC.VIA POST.;30715172;HEMIVERTEBRA - RESSECCAO VIA ANTERIOR OU POSTERIOR - TRATAMENTO CIRURGICO;
52010317;HEMI-VERTEBRA RESSECAO VIA ANT;30715172;HEMIVERTEBRA - RESSECCAO VIA ANTERIOR OU POSTERIOR - TRATAMENTO CIRURGICO;
52010341;HERNIA DISCAL-TRAT.CIRURGICO;30715180;HERNIA DE DISCO TORACO-LOMBAR - TRATAMENTO CIRURGICO;
52010368;OSTEOTOMIA/COLUNA V.ANT.POST.;30715229;OSTEOTOMIA DE COLUNA VERTEBRAL - TRATAMENTO CIRURGICO;
52010384;RETIRADA DE CORPO ESTR.DA COL.;30715261;RETIRADA DE CORPO ESTRANHO - TRATAMENTO CIRURGICO;
52010392;RET.MAT.DE SINT.DA COLUNA;30715270;RETIRADA DE MATERIAL DE SINTESE - TRATAMENTO CIRURGICO;
52010406;TORCICOLO CONGENITO MUSC.T.CIR;30212170;TORCICOLO CONGENITO - TRATAMENTO CIRURGICO;
52010414;TUMOR OSSEO VERT.RES.S/ENXERT.;30732131;TUMOR OSSEO (RESSECCAO SIMPLES);
52010422;TUMOR OSSEO VERT.RES.E ENXERT.;30732115;TUMOR OSSEO (RESSECCAO E ENXERTO);
52010430;TUMOR OSSEO VERT.RESS.C/SUBST.;30715385;TUMOR OSSEO VERTEBRAL - RESSECCAO COM SUBSTITUICAO COM OU SEM INSTRUMENTACAO - T;
52010457;FRATURA DO COCCIX-RED.INCRUENT;30715130;FRATURA DO COCCIX - REDUCAO INCRUENTA;
52010465;ESTEOMIELITE DA COLUNA-TRAT.CI;30715210;OSTEOMIELITE DE COLUNA - TRATAMENTO CIRURGICO;
52010473;OUTRAS PATOLOG.DA COL./COL/GES;30715237;OUTRAS AFECCOES DA COLUNA - TRATAMENTO INCRUENTO;
52010481;PSEUDO ARTROSE DA COL.TRAT.CIR;30715245;PSEUDARTROSE DE COLUNA - TRATAMENTO CIRURGICO;
52020010;COSTELA C/ESTERNO BIOPSIA CIRU;30601223;BIOPSIA CIRURGICA DE COSTELA OU ESTERNO;
52020029;DEFORMIDADES TORAX.CORREC.CIRU;30601010;CORRECAO DE DEFORMIDADES DA PAREDE TORACICA;
52020037;FRAT.COSTELA/ESTERNO-TRAT.CIRU;30601240;FRATURA LUXACAO DE ESTERNO OU COSTELA - TRATAMENTO CIRURGICO;
52020053;FRAT.DA COSTELA/ESTER.-T.CONSE;30601304;FRATURA DE COSTELA OU ESTERNO - TRATAMENTO CONSERVADOR;
52020088;OSTEOMIE.DA COST/ESTER.T.CONS.;30601312;OSTEOMIELITE DE COSTELA OU ESTERNO - TRATAMENTO CONSERVADOR;
52020096;OSTEMIELITE DA COST/EST.T.CIRU;30601258;OSTEOMIELITE DE COSTELA OU ESTERNO - TRATAMENTO CIRURGICO;
52020100;PUNCAO BIOPSIA DA COSTELA/ESTR;30601266;PUNCAO BIOPSIA DE COSTELA OU ESTERNO;
52030016;AVULSAO DO S.ESPINHOSO T.CIRUR;30717108;FRATURAS E/OU LUXAÇÕES E/OU AVULSÕES - TRATAMENTO CIRÚRGICO;
52030032;DESARTIC.INTERESC.TORACICA;30717060;DESARTICULACAO AO NIVEL DO OMBRO - TRATAMENTO CIRURGICO;
52030040;DOENCA DE SPRENGEL-TRAT.CIRURG;30717051;DEFORMIDADE (DOENCA) SPRENGEL - TRATAMENTO CIRURGICO;
52030075;FRAT.DA CLAVICULA/ESPAT.T/CIRU;30717108;FRATURAS E/OU LUXACOES E/OU AVULSOES - TRATAMENTO CIRURGICO;
52030091;FRATURA DA CLAVIC/ESC.RED.INCR;30717094;FRATURAS E/OU LUXACOES E/OU AVULSOES - REDUCAO INCRUENTA;
52030113;FRAT.DA CLAVIC./ESP.TRAT.CONS.;30717086;FRATURA DE CLAVICULA OU ESCAPULA - TRATAMENTO CONSERVADOR;
52030164;LUX.ACROM.CLAVIC.EST.CLAV.T.CR;30717108;FRATURAS E/OU LUXACOES E/OU AVULSOES - TRATAMENTO CIRURGICO;
52030180;LUX.ACR.CLAV./EST.CLAV.RED.INC;30717094;FRATURAS E/OU LUXACOES E/OU AVULSOES - REDUCAO INCRUENTA;
52030229;PSEUDO ARTR.DA CLAVIC.T.CIRURG;30717132;PSEUDARTROSES E/OU OSTEOTOMIAS DA CINTURA ESCAPULAR - TRATAMENTO CIRURGICO;
52030237;BIOPSIA CIRURGICA DA CLAVICULA;30717043;BIOPSIA CIRURGICA DA CINTURA ESCAPULAR;
52030245;BIOPSIA CIRURGICA DA ESCAPULA;30717043;BIOPSIA CIRURGICA DA CINTURA ESCAPULAR;
52030253;OSTEMIELITE/CLAVIC./ESC.T.CIRG;30717124;OSTEOMIELITE AO NIVEL DA CINTURA ESCAPULAR - TRATAMENTO CIRURGICO;
52030261;OUTRAS PATOLOGIAS T CONS.MOB.G;52030261;OUTRAS PATOLOGIAS T CONS.MOB.G;
52030270;RESSECCAO PARCIAL/TOTAL CLAVIC;30717140;RESSECCAO PARCIAL OU TOTAL DE CLAVICULA - TRATAMENTO CIRURGICO;
52040020;ARTRODESE ESCAPULO UMERAL;30717019;ARTRODESE AO NIVEL DO OMBRO - TRATAMENTO CIRURGICO;
52040038;ARTROPLASTIA ESCAP.UME.C/IMPL.;30717027;ARTROPLASTIA ESCAPULO UMERAL COM IMPLANTE - TRATAMENTO CIRURGICO;
52040046;DESARTICULACAO ESCAPULO UMERAL;30717060;DESARTICULACAO AO NIVEL DO OMBRO - TRATAMENTO CIRURGICO;
52040062;LUX.TRAUM.ESC.UMERAL-RED.INCR.;30717094;FRATURAS E/OU LUXACOES E/OU AVULSOES - REDUCAO INCRUENTA;
52040070;LUX TRAUM.ESCAP.UMER.TRAT.CIRG;30717108;FRATURAS E/OU LUXACOES E/OU AVULSOES - TRATAMENTO CIRURGICO;
52040089;LUX RECIDIV.ESC.UMERAL-TRAT.CI;30717116;LUXACOES CRONICAS INVETERADAS E RECIDIVANTES - TRATAMENTO CIRURGICO;
52040100;TENDESE/LONGO BICEPS/GOT.BICIP;30731089;TENODESE;
52040119;ARTROTOMIA ESCAPULO UMERAL;30717035;ARTROTOMIA GLENOUMERAL - TRATAMENTO CIRURGICO;
52040127;LESAO DO MANQUITO ROTADOR/T.CI;30717167;TRANSFERÊNCIAS MUSCULARES AO NÍVEL DO OMBRO - TRATAMENTO CIRÚRGICO;
52040151;FRATURAS/LUXACOES/AVULSOES TRAT INCRUENT;30717094;FRATURAS E/OU LUXACOES E/OU AVULSOES - REDUCAO INCRUENTA;
52040208;RESSECCAO PARCIAL/TOT CLAVICULA T CRUENT;30717140;RESSECCAO PARCIAL OU TOTAL DE CLAVICULA - TRATAMENTO CIRURGICO;
52040216;REVISAO CIRURGICA DE PROTESE DE OMBRO;30717159;REVISAO CIRURGICA DE PROTESE DE OMBRO;
52050017;AMPUTACAO AO NIVEL DO BRACO;30718015;AMPUTACAO AO NIVEL DO BRACO - TRATAMENTO CIRURGICO;
52050033;DESCOLAM.EPIF./UMERO RED.INCR.;30718040;FRATURA (INCLUINDO DESCOLAMENTO EPIFISARIO) - REDUCAO INCRUENTA;
52050041;DESCOL.EPIFIS.DO UMERO T.CIRUR;30718058;FRATURA (INCLUINDO DESCOLAMENTO EPIFISARIO) - TRATAMENTO CIRURGICO;
52050050;FRAT.VICIOSAMENTE CONS.T.CIRUR;30718090;PSEUDARTROSES, OSTEOTOMIAS, ALONGAMENTOS/ENCURTAMENTOS - TRATAMENTO CIRÚRGICO;
52050190;OSTEOTOMIA DO UMERO;30718090;PSEUDARTROSES, OSTEOTOMIAS, ALONGAMENTOS/ENCURTAMENTOS - TRATAMENTO CIRURGICO;
52050203;OSTEMIELITE DO UMERO-TRAT.CIRG;30718082;OSTEOMIELITE DE UMERO - TRATAMENTO CIRURGICO;
52050211;OSTEMIELITE/UMERO-TRAT.CONSERV;30718104;OSTEOMIELITE DE UMERO - TRATAMENTO INCRUENTO;
52050220;ALONGAMENTO DO UMERO;30718090;PSEUDARTROSES, OSTEOTOMIAS, ALONGAMENTOS/ENCURTAMENTOS - TRATAMENTO CIRURGICO;
52050238;ENCURTAMENTO DO UMERO;30718090;PSEUDARTROSES, OSTEOTOMIAS, ALONGAMENTOS/ENCURTAMENTOS - TRATAMENTO CIRURGICO;
52050246;BIOPSIA CIRURGICA;30718023;BIOPSIA CIRURGICA DO UMERO;
52050262;FRAT.DO UMERO TRAT.CIRURGICO;30718058;FRATURA (INCLUINDO DESCOLAMENTO EPIFISARIO) - TRATAMENTO CIRURGICO;
52050270;FRAT.DO UMERO-TRAT.CONSERVADOR;30718066;FRATURA DE UMERO - TRATAMENTO CONSERVADOR;
52050289;FRATURAS DO UMERO REDUC.INCR.;30718040;FRATURA (INCLUINDO DESCOLAMENTO EPIFISARIO) - REDUCAO INCRUENTA;
52060020;ARTRODESE DO COTOVELO;30719011;ARTRODESE - TRATAMENTO CIRURGICO;
52060039;ARTROPLASTIA DO COTOVELO C/IMP;30719020;ARTROPLASTIA COM IMPLANTE - TRATAMENTO CIRURGICO;
52060055;ARTROTOMIA DO COTOVELO;30719046;ARTROTOMIA DE COTOVELO - TRATAMENTO CIRURGICO;
52060063;RESSEC/BOLSA SINOVIAL DO OLEC.;30731062;SINOVECTOMIA - TRATAMENTO CIRÚRGICO;
52060080;BIOPSIA CIRURGICA DO COTOVELO;30719054;BIOPSIA CIRURGICA DE COTOVELO;
52060110;DESARTICULACAO DO COTOVELO;30719062;DESARTICULACAO AO NIVEL DO COTOVELO - TRATAMENTO CIRURGICO;
52060136;FRATURAS DO COTOVELO-TRAT.CIRU;30719100;FRATURAS E OU LUXACOES - TRATAMENTO CIRURGICO;
52060144;FRAT.DO COTOVELO RED.INCRUENTA;30719097;FRATURAS E OU LUXACOES - REDUCAO INCRUENTA;
52060152;FRATURAS DO COTOVELO TRAT.CONS;30719070;FRATURA DE COTOVELO - TRATAMENTO CONSERVADOR;
52060160;LUX.DO COTOVELO -REDUCAO CIRUR;30719100;FRATURAS E OU LUXACOES - TRATAMENTO CIRURGICO;
52060179;LUX.DO COTOVELO RED.INCRUENTA;30719097;FRATURAS E OU LUXACOES - REDUCAO INCRUENTA;
52060187;SINOVECTOMIA/CAPSULECT./COTOV.;30719127;TENDINITES, SINOVITES E ARTRITES - TRATAMENTO CIRURGICO;
52060195;LIBERACAO CIRURGICA DO COTOVEL;30719038;ARTROPLASTIAS SEM IMPLANTE - TRATAMENTO CIRÚRGICO;
52070018;AMPUTACAO AO NIVEL DO ANTEBRAC;30720036;AMPUTACAO AO NIVEL DO ANTEBRACO - TRATAMENTO CIRURGICO;
52070026;RESSEC./PROC.ESTIL./RADIO/ULNA;30720150;RESSECCAO DO PROCESSO ESTILOIDE DO RADIO - TRATAMENTO CIRURGICO;
52070034;RESSEC.DA CAB.RADIO/EXT.D.ULNA;30720141;RESSECCAO DA CABECA DO RADIO E/ OU DA EXTREMIDADE DISTAL ULNA - TRATAMENTO CIRUR;
52070042;CONTRAT.ISQUEM.VOLKMANN T.CIRU;30720052;CONTRATURA ISQUEMICA DE VOLKMANN - TRATAMENTO CIRURGICO;
52070069;DESC.EPIFIS.OSSOS A-BRACO T CI;30720095;FRATURA E/OU LUXACOES (INCLUINDO DESCOLAMENTO EPIFISARIO COTOVELO-PUNHO) - TRATA;
52070077;DESC.EPIF.OSSOS A-BRACO TR.INC;30720109;FRATURA E/OU LUXACOES (INCLUINDO DESCOLAMENTO EPIFISARIO) - REDUCAO INCRUENTA;
52070093;FRAT.VICIOS.CONS.A-BRACO T CIR;30720117;FRATURA VICIOSAMENTE CONSOLIDADA DE ANTEBRACO - TRATAMENTO CIRURGICO;
52070107;FRAT.OSSOS A-BRACO TRAT.CIRURG;30720095;FRATURA E/OU LUXACOES (INCLUINDO DESCOLAMENTO EPIFISARIO COTOVELO-PUNHO) - TRATA;
52070115;FRAT 1DOS OSSOS DO A-BRACO TCI;30720095;FRATURA E/OU LUXACOES (INCLUINDO DESCOLAMENTO EPIFISARIO COTOVELO-PUNHO) - TRATA;
52070131;FRAT.LUX.DE MONTEGIA-TRAT.CIRU;30720095;FRATURA E/OU LUXACOES (INCLUINDO DESCOLAMENTO EPIFISARIO COTOVELO-PUNHO) - TRATA;
52070140;FRAT.1DOS OSSOS A-BRACO RED IN;30720109;FRATURA E/OU LUXACOES (INCLUINDO DESCOLAMENTO EPIFISARIO) - REDUCAO INCRUENTA;
52070166;FRAT.OSSOS A-BRACO REDUC.INCR.;30720109;FRATURA E/OU LUXACOES (INCLUINDO DESCOLAMENTO EPIFISARIO) - REDUCAO INCRUENTA;
52070182;FRAT.ANTEBRACO TRAT.CONSERVADO;30720087;FRATURA DO ANTEBRACO - TRATAMENTO CONSERVADOR;
52070190;BIOPSIA CIRURGICA DO ANTEBRACO;30720044;BIOPSIA CIRURGICA DO ANTEBRACO;
52070204;ENCURTAMENTO DOS OSSOS ANTEBRA;30720079;ENCURTAMENTO SEGMENTAR DOS OSSOS DO ANTEBRACO COM OSTEOSSINTESE - TRATAMENTO CIR;
52070220;OSTEMIELIETE OSSOS A-BRACO TCI;30720125;OSTEOMIELITE DOS OSSOS DO ANTEBRACO - TRATAMENTO CIRURGICO;
52070239;PSEUDO ARTROSE A-BRACO TRAT CI;30720133;PSEUDARTROSES E OU OSTEOTOMIAS - TRATAMENTO CIRURGICO;
52070247;SINOTESE RADIO ULNAR TRAT CIRU;30720168;SINOSTOSE RADIO-ULNAR - TRATAMENTO CIRURGICO;
52070255;ALONGAMENTO OSSOS ANTEBRACO;30720028;ALONGAMENTO DOS OSSOS DO ANTEBRACO COM FIXADOR EXTERNO DINAMICO - TRATAMENTO CIR;
52080021;ARTRODESE DO PUNHO;30721059;ARTRODESE RADIO-CARPICA OU DO PUNHO;
52080030;ARTROTOMIA DE PUNHO;30721083;ARTROTOMIA - TRATAMENTO CIRURGICO;
52080048;ARTROPLASTIA DO PUNHO C/IMPLAN;30721067;ARTROPLASTIA DO PUNHO (COM IMPLANTE) - TRATAMENTO CIRURGICO;
52080056;ARTROPLASTIA P/OSSOS CARPO IMP;30721075;ARTROPLASTIA PARA OSSOS DO CARPO (COM IMPLANTE) - TRATAMENTO CIRURGICO;
52080064;DESARTICULACAO DO PUNHO;30721113;DESARTICULACAO DO PUNHO - TRATAMENTO CIRURGICO;
52080072;RESSEC.DO OSSO DO CARPO;30721229;RESSECCAO DE OSSO DO CARPO - TRATAMENTO CIRURGICO;
52080099;FRATURAS DO PUNHO TRAT.CONSER.;30721130;FRATURA E/OU LUXACAO DE PUNHO - TRATAMENTO CONSERVADOR;
52080102;FRATURAS LUX.PUNHO CARPO T.CIR;30721199;FRATURAS E/OU LUXACOES DO PUNHO - TRATAMENTO CIRURGICO;
52080129;FRAT.LUX.DO PUNHO RED.INCRUENT;30721180;FRATURAS E/OU LUXACOES DO PUNHO - REDUCAO INCRUENTA;
52080137;PSEUDOARTROSE DO ESCAFOIDE TCI;30721210;PSEUDARTROSES - TRATAMENTO CIRURGICO;
52080145;PUNHO BIOPSIA-CIRURGICA;30721091;BIOPSIA CIRURGICA DE PUNHO;
52080153;SINOVECTOMIA DO PUNHO;30721245;SINOVECTOMIA DE PUNHO - TRATAMENTO CIRURGICO;
52080161;SINDROME DO CANAL CARPIANO T C;31403360;TRATAMENTO MICROCIRURGICO DAS NEUROPATIAS COMPRESSIVAS (TUMORAL, INFLAMATORIO, E;
52080170;FRATURA DE COLLES RED.INCRUENT;30721180;FRATURAS E/OU LUXACOES DO PUNHO - REDUCAO INCRUENTA;
52090019;AMPUTACAO AO NIVEL DOS METACAR;30722063;AMPUTACAO AO NIVEL DOS METACARPIANOS - TRATAMENTO CIRURGICO;
52090027;AMPUTACAO DE DEDO (CADA);30722071;AMPUTACAO DE DEDO (CADA) - TRATAMENTO CIRURGICO;
52090043;ARTRODESE INTEFALAGEANA/METACA;30722110;ARTRODESE INTERFALANGEANA / METACARPOFALANGEANA - TRATAMENTO CIRURGICO;
52090060;ARTROPLASTIA INTERFAL/METACARP;30722144;ARTROPLASTIA INTERFALANGEANA / METACARPOFALANGEANA - TRATAMENTO CIRURGICO;
52090086;ARTROTOMIA AO NIVEL DA MAO;30722152;ARTROTOMIA AO NIVEL DA MAO - TRATAMENTO CIRURGICO;
52090094;ABCESSO DE DEDOS DRENAGEM;30722039;ABSCESSOS DE DEDO (DRENAGEM) - TRATAMENTO CIRURGICO;
52090108;ABSCESSO DE UNHA DRENAGEM;30101930;ABSCESSO DE UNHA (DRENAGEM) - TRATAMENTO CIRURGICO;
52090124;ABSCESSO DA MAO/DEDOS-TENOSSIN;30722012;ABSCESSO DE MAO E DEDOS - TENOSSINOVITES / ESPACOS PALMARES / DORSAIS E COMISSUR;
52090159;CONTRAT.ISQUEM.VOLKMAN-TRAT.CI;30722233;CONTRATURA ISQUEMICA DE MAO - TRATAMENTO CIRURGICO;
52090167;CAPSULECTOMIA AO NIVEL DA MAO;30722209;CAPSULECTOMIAS MULTIPLAS MF OU IF;
52090183;DEDO EM GATILHO CAPSULOTOMIA..;30722276;DEDO EM GATILHO, CAPSULOTOMIA / FASCIOTOMIA - TRATAMENTO CIRURGICO;
52090191;ENXERTO OSSEO P/PERDA DE SUBST;30722306;ENXERTO OSSEO (PERDA DE SUBSTANCIA) - TRATAMENTO CIRURGICO;
52090205;APONEVROSE PALMAR-RESSECCAO;30722101;APONEVROSE PALMAR (RESSECCAO) - TRATAMENTO CIRURGICO;
52090221;FRATURA DE BENNET-RED.CIRURGIC;30722365;FRATURA DE BENNETT - TRATAMENTO CIRURGICO;
52090272;FRAT.DE BENNET-RED.INCRUENTA;30722357;FRATURA DE BENNETT - REDUCAO INCRUENTA;
52090280;FRAT.DE METACARPIANO RED.INCR.;30722438;FRATURAS E/OU LUXACOES DE FALANGES (INTERFALANGEANAS) - TRATAMENTO CIRURGICO;
52090299;FRAT.DE FALANGE TRAT.CONSERVAD;30722420;FRATURAS E/OU LUXACOES DE FALANGES (INTERFALANGEANAS) - REDUCAO INCRUENTA;
52090302;FRATURA DE METACARPIANO T.CONS;30722446;FRATURAS E/OU LUXACOES DE METACARPIANOS - REDUCAO INCRUENTA;
52090310;FRAT.METACARPIANO TRAT.CIRURGI;30722411;FRATURAS DE FALANGES OU METACARPIANOS - TRATAMENTO CIRURGICO C/ FIXACAO;
52090345;LUXACAO METACARPOFAL.RED.INCR.;30722497;LUXACAO METACARPOFALANGEANA - REDUCAO INCRUENTA;
52090353;LUXACAO METACARP.INTERF.TR.CIR;30722500;LUXACAO METACARPOFALANGEANA - TRATAMENTO CIRURGICO;
52090361;BIOPSIA CIRURGICA OSSOS DA MAO;30722160;BIOPSIA CIRURGICA DOS OSSOS DA MAO;
52090370;OSTEMIELITE NIVEL MAO TRAT.CIR;30722519;OSTEOMIELITE AO NIVEL DA MAO - TRATAMENTO CIRURGICO;
52090388;PSEUDOART.OSSOS MAO TRAT CIRUR;30722624;PSEUDARTROSE DOS OSSOS DA MAO - TRATAMENTO CIRURGICO;
52090396;PERDA DE SUBSTANCIA DA MAO REP;30722543;PERDA DE SUBSTANCIA DA MAO (REPARACAO) - TRATAMENTO CIRURGICO;
52090400;POLIDACTILIA ARTIC.TRAT.CIRURG;30722578;POLIDACTILIA ARTICULADA - TRATAMENTO CIRURGICO;
52090426;ROTURAS LIGAMENT.MAO TRAT.CIRU;30722772;ROTURAS TENDINO-LIGAMENTARES DA MAO (MAIS QUE 1) - TRATAMENTO CIRURGICO;
52090434;ROT.APAREL.EXTEN.DEDO TRAT.CIR;30722772;ROTURAS TENDINO-LIGAMENTARES DA MÃO (MAIS QUE 1) - TRATAMENTO CIRÚRGICO;
52090442;ROT.APAR.EXTENS.DEDO TRAT.CONS;30722764;ROTURAS DO APARELHO EXTENSOR DE DEDO - REDUCAO INCRUENTA;
52090450;RETR.CICATR.DEDOS C/COMP.TEND.;30722748;RETRACAO CICATRICIAL DOS DEDOS COM LESAO TENDINEA - TRATAMENTO CIRURGICO;
52090469;RETRAT.CICAT.DEDOS S/COMP/TEND;30722721;RETRACAO CICATRICIAL DE MAIS DE UM DEDO, SEM COMPROMETIMENTO TENDINOSO - TRATAME;
52090477;SINOVECTOMIA NIVEL DA MAO V.AR;30722829;SINOVECTOMIA DA MAO (MULTIPLAS);
52090485;SINOVECTOMIA AO NIVEL MAO 1ART;30722810;SINOVECTOMIA DA MAO (1 ARTICULACAO);
52090493;SINDACTILIA DA MAO (2DIGITOS);30722799;SINDACTILIA DE 2 DIGITOS - TRATAMENTO CIRURGICO;
52090507;SINDACTILIA DA MAO (3DIGITOS);30722802;SINDACTILIA MULTIPLA - TRATAMENTO CIRURGICO;
52090515;TRANSPOSICAO DE DEDO;30722845;TRANSPOSICAO DE DEDO - TRATAMENTO CIRURGICO;
52090523;UNHA EXTIRPACAO;30101484;EXERESE DE UNHA;
52090531;UNHA-ENXERTO;30101956;UNHA (ENXERTO) - TRATAMENTO CIRURGICO;
52090540;FRATURA DE FALANGE-TRAT.CIRURG;30722438;FRATURAS E/OU LUXACOES DE FALANGES (INTERFALANGEANAS) - TRATAMENTO CIRURGICO;
